,Date,Open,High,Low,Close*,Adj Close**,Volume,Date2
319,"Sep 26, 2016",95.38,99.53,94.04,98.55,98.55,39679900,2016-09-26
320,"Sep 19, 2016",99.90,100.35,93.26,95.94,95.94,50789700,2016-09-19
321,"Sep 12, 2016",95.91,99.49,95.33,99.48,99.48,42726100,2016-09-12
322,"Sep 05, 2016",97.76,100.32,96.50,96.50,96.50,28079100,2016-09-05
323,"Aug 29, 2016",96.97,98.85,96.57,97.38,97.38,27188300,2016-08-29
324,"Aug 22, 2016",95.67,98.25,94.91,97.58,97.58,34786800,2016-08-22
325,"Aug 15, 2016",96.83,97.22,94.40,95.87,95.87,36127000,2016-08-15
326,"Aug 08, 2016",95.91,96.83,92.95,96.59,96.59,40962500,2016-08-08
327,"Aug 01, 2016",91.23,97.74,90.50,97.03,97.03,51942200,2016-08-01
328,"Jul 25, 2016",85.73,93.10,85.01,91.25,91.25,55628000,2016-07-25
329,"Jul 18, 2016",98.43,99.84,84.50,85.89,85.89,135323900,2016-07-18
330,"Jul 11, 2016",96.19,98.70,94.09,98.39,98.39,52589400,2016-07-11
331,"Jul 04, 2016",95.20,101.27,93.18,97.06,97.06,60429500,2016-07-04
332,"Jun 27, 2016",87.88,97.00,84.81,96.67,96.67,62229400,2016-06-27
333,"Jun 20, 2016",95.22,95.88,87.21,88.44,88.44,55748400,2016-06-20
334,"Jun 13, 2016",95.02,97.20,93.25,94.45,94.45,46237700,2016-06-13
335,"Jun 06, 2016",100.29,101.63,93.28,93.75,93.75,44558400,2016-06-06
336,"May 30, 2016",102.95,103.45,98.53,99.59,99.59,34335500,2016-05-30
337,"May 23, 2016",92.98,104.00,92.85,103.30,103.30,77298000,2016-05-23
338,"May 16, 2016",87.56,93.28,86.15,92.49,92.49,63244200,2016-05-16
339,"May 09, 2016",90.73,93.25,85.74,87.88,87.88,64392000,2016-05-09
340,"May 02, 2016",90.41,93.25,88.11,90.84,90.84,51338000,2016-05-02
341,"Apr 25, 2016",95.70,95.75,88.21,90.03,90.03,67978100,2016-04-25
342,"Apr 18, 2016",109.90,110.70,93.14,95.90,95.90,150884400,2016-04-18
343,"Apr 11, 2016",104.04,111.85,102.21,111.51,111.51,57889800,2016-04-11
344,"Apr 04, 2016",105.90,106.44,102.82,103.81,103.81,49239600,2016-04-04
345,"Mar 28, 2016",98.34,105.79,97.82,105.70,105.70,67076000,2016-03-28
346,"Mar 21, 2016",101.15,102.10,97.07,98.36,98.36,37633000,2016-03-21
347,"Mar 14, 2016",97.20,102.41,96.43,101.12,101.12,62852700,2016-03-14
348,"Mar 07, 2016",101.00,101.79,94.50,97.66,97.66,83067300,2016-03-07
349,"Feb 29, 2016",94.81,102.22,93.34,101.58,101.58,88550200,2016-02-29
350,"Feb 22, 2016",90.75,97.48,86.70,94.79,94.79,79913000,2016-02-22
351,"Feb 15, 2016",89.00,94.90,87.54,89.23,89.23,66634900,2016-02-15
352,"Feb 08, 2016",80.57,92.21,79.95,87.40,87.40,114963000,2016-02-08
353,"Feb 01, 2016",91.79,97.18,81.86,82.79,82.79,114094900,2016-02-01
354,"Jan 25, 2016",99.78,102.68,90.11,91.84,91.84,112987400,2016-01-25
355,"Jan 18, 2016",106.57,110.14,97.05,100.72,100.72,146581500,2016-01-18
356,"Jan 11, 2016",112.13,117.78,101.21,104.04,104.04,105415400,2016-01-11
357,"Jan 04, 2016",109.00,122.18,104.96,111.39,111.39,123208900,2016-01-04
358,"Dec 28, 2015",117.26,119.60,113.85,114.38,114.38,34006200,2015-12-28
359,"Dec 21, 2015",119.51,119.59,114.86,117.33,117.33,34214600,2015-12-21
360,"Dec 14, 2015",119.77,126.35,114.66,118.02,118.02,78853300,2015-12-14
361,"Dec 07, 2015",131.19,133.27,118.60,118.91,118.91,89310900,2015-12-07
362,"Nov 30, 2015",126.03,132.20,122.42,130.93,130.93,97448200,2015-11-30
363,"Nov 23, 2015",124.30,126.39,120.03,125.44,125.44,51688500,2015-11-23
364,"Nov 16, 2015",102.97,124.07,101.86,123.84,123.84,113466300,2015-11-16
365,"Nov 09, 2015",113.36,115.25,103.27,103.65,103.65,74747800,2015-11-09
366,"Nov 02, 2015",109.20,115.68,106.30,114.06,114.06,66525200,2015-11-02
367,"Oct 26, 2015",100.05,110.10,99.38,108.38,108.38,62808100,2015-10-26
368,"Oct 19, 2015",98.07,103.62,96.26,100.04,100.04,91845500,2015-10-19
369,"Oct 12, 2015",114.45,115.42,98.41,98.99,98.99,133192900,2015-10-12
370,"Oct 05, 2015",107.48,115.83,102.60,113.33,113.33,119404300,2015-10-05
371,"Sep 28, 2015",101.57,106.87,96.85,106.11,106.11,90413700,2015-09-28
372,"Sep 21, 2015",103.30,105.45,96.78,102.24,102.24,85224100,2015-09-21
373,"Sep 14, 2015",96.84,107.50,93.61,102.62,102.62,113728000,2015-09-14
374,"Sep 07, 2015",102.08,102.79,93.55,97.51,97.51,117409900,2015-09-07
375,"Aug 31, 2015",115.24,117.00,97.34,98.79,98.79,146584700,2015-08-31
376,"Aug 24, 2015",88.75,119.35,85.50,117.63,117.63,191033500,2015-08-24
377,"Aug 17, 2015",123.14,126.75,102.75,103.96,103.96,90004700,2015-08-17
378,"Aug 10, 2015",126.09,126.50,118.66,123.39,123.39,62796000,2015-08-10
379,"Aug 03, 2015",114.60,129.29,111.78,123.52,123.52,108822000,2015-08-03
380,"Jul 27, 2015",107.79,115.00,103.88,114.31,114.31,59732400,2015-07-27
381,"Jul 20, 2015",114.70,114.70,108.90,109.34,109.34,63694700,2015-07-20
383,"Jul 13, 2015",98.10,117.88,97.05,114.77,114.77,172438200,2015-07-13
384,"Jul 06, 2015",93.47,98.50,92.28,97.23,97.23,84739900,2015-07-06
385,"Jun 29, 2015",91.51,95.24,91.12,94.04,94.04,67208400,2015-06-29
386,"Jun 22, 2015",95.04,100.89,93.09,93.09,93.09,181435800,2015-06-22
387,"Jun 15, 2015",92.86,96.42,91.66,93.87,93.87,73780000,2015-06-15
388,"Jun 08, 2015",90.71,98.97,89.00,94.42,94.42,127197000,2015-06-08
389,"Jun 01, 2015",88.84,90.54,87.94,90.46,90.46,45391500,2015-06-01
390,"May 25, 2015",88.87,90.21,87.79,89.15,89.15,40686100,2015-05-25
391,"May 18, 2015",87.54,89.79,87.02,88.84,88.84,66903900,2015-05-18
392,"May 11, 2015",82.32,88.35,82.19,87.61,87.61,92897000,2015-05-11
393,"May 04, 2015",79.57,82.44,78.90,82.09,82.09,70637700,2015-05-04
394,"Apr 27, 2015",80.29,81.79,78.89,79.58,79.58,53078900,2015-04-27
395,"Apr 20, 2015",81.79,82.30,78.96,79.77,79.77,82514600,2015-04-20
396,"Apr 13, 2015",67.24,82.14,67.06,81.65,81.65,278414500,2015-04-13
397,"Apr 06, 2015",58.77,65.00,58.46,64.94,64.94,78857800,2015-04-06
398,"Mar 30, 2015",59.72,60.56,58.70,59.15,59.15,52025400,2015-03-30
399,"Mar 23, 2015",60.89,63.10,58.57,59.25,59.25,78096900,2015-03-23
400,"Mar 16, 2015",61.55,61.79,59.30,61.19,61.19,84950600,2015-03-16
401,"Mar 09, 2015",64.99,65.09,61.98,62.63,62.63,78096900,2015-03-09
402,"Mar 02, 2015",67.71,68.61,64.84,64.87,64.87,59200400,2015-03-02
404,"Feb 23, 2015",68.30,69.50,67.14,67.84,67.84,44330300,2015-02-23
405,"Feb 16, 2015",66.52,68.71,65.94,68.31,68.31,41341300,2015-02-16
406,"Feb 09, 2015",63.20,66.63,62.64,66.59,66.59,58978500,2015-02-09
407,"Feb 02, 2015",62.84,65.47,61.96,63.48,63.48,65028600,2015-02-02
408,"Jan 26, 2015",62.57,65.34,61.96,63.11,63.11,98757400,2015-01-26
409,"Jan 19, 2015",48.57,62.74,47.71,62.49,62.49,167556900,2015-01-19
410,"Jan 12, 2015",47.09,48.25,45.26,48.19,48.19,82916400,2015-01-12
411,"Jan 05, 2015",49.26,49.26,45.66,47.04,47.04,63232400,2015-01-05
412,"Dec 29, 2014",47.97,50.33,47.65,49.85,49.85,37702000,2014-12-29
413,"Dec 22, 2014",48.54,49.48,47.47,48.58,48.58,30543800,2014-12-22
414,"Dec 15, 2014",48.06,48.93,45.08,48.59,48.59,79846900,2014-12-15
415,"Dec 08, 2014",49.88,49.98,46.98,47.78,47.78,69533100,2014-12-08
416,"Dec 01, 2014",49.29,51.14,48.23,50.13,50.13,61839400,2014-12-01
417,"Nov 24, 2014",51.51,51.92,49.14,49.51,49.51,62730500,2014-11-24
418,"Nov 17, 2014",55.05,55.64,51.36,51.47,51.47,74965100,2014-11-17
419,"Nov 10, 2014",54.71,56.30,53.86,55.15,55.15,56987000,2014-11-10
420,"Nov 03, 2014",56.18,56.50,53.77,54.88,54.88,61912200,2014-11-03
421,"Oct 27, 2014",54.84,56.25,53.51,56.11,56.11,70252700,2014-10-27
422,"Oct 20, 2014",50.86,55.29,50.78,55.00,55.00,119618800,2014-10-20
423,"Oct 13, 2014",64.46,64.64,47.29,51.01,51.01,268357600,2014-10-13
424,"Oct 06, 2014",66.00,66.86,64.48,64.58,64.58,75840100,2014-10-06
425,"Sep 29, 2014",63.44,65.80,62.47,65.65,65.65,71145900,2014-09-29
426,"Sep 22, 2014",65.18,65.28,62.70,64.11,64.11,57437100,2014-09-22
427,"Sep 15, 2014",68.22,68.22,63.66,65.36,65.36,82180000,2014-09-15
428,"Sep 08, 2014",67.77,69.90,67.74,68.08,68.08,57801800,2014-09-08
429,"Sep 01, 2014",68.36,69.66,67.15,67.95,67.95,48937700,2014-09-01
430,"Aug 25, 2014",68.79,69.33,67.26,68.23,68.23,51439500,2014-08-25
431,"Aug 18, 2014",66.01,68.51,65.89,68.46,68.46,62039600,2014-08-18
432,"Aug 11, 2014",64.17,66.00,63.34,65.58,65.58,61863200,2014-08-11
433,"Aug 04, 2014",61.03,64.42,60.04,63.69,63.69,79984100,2014-08-04
434,"Jul 28, 2014",60.32,62.18,58.93,60.77,60.77,69274100,2014-07-28
435,"Jul 21, 2014",64.53,65.36,59.86,60.27,60.27,139344800,2014-07-21
436,"Jul 14, 2014",63.33,65.10,62.25,63.45,63.45,69405000,2014-07-14
437,"Jul 07, 2014",67.44,67.46,61.17,62.85,62.85,104098400,2014-07-07
438,"Jun 30, 2014",63.27,67.98,62.81,67.48,67.48,77253400,2014-06-30
439,"Jun 23, 2014",62.77,64.28,61.90,63.15,63.15,76617100,2014-06-23
440,"Jun 16, 2014",60.93,64.40,60.49,62.88,62.88,90819400,2014-06-16
441,"Jun 09, 2014",61.36,62.29,59.60,61.10,61.10,84926800,2014-06-09
442,"Jun 02, 2014",59.93,62.13,58.93,61.45,61.45,89707800,2014-06-02
443,"May 26, 2014",57.43,60.25,56.16,59.69,59.69,98702100,2014-05-26
444,"May 19, 2014",49.57,57.50,49.51,57.48,57.48,149506000,2014-05-19
445,"May 12, 2014",47.27,50.63,47.22,49.98,49.98,104561800,2014-05-12
446,"May 05, 2014",48.30,49.67,44.91,46.94,46.94,107871400,2014-05-05
447,"Apr 28, 2014",45.44,49.38,42.79,48.66,48.66,157070900,2014-04-28
448,"Apr 21, 2014",49.90,54.41,46.00,46.01,46.01,216590500,2014-04-21
449,"Apr 14, 2014",47.56,49.96,44.59,49.39,49.39,97024200,2014-04-14
450,"Apr 07, 2014",48.64,51.07,46.23,46.67,46.67,138641300,2014-04-07
451,"Mar 31, 2014",51.64,53.01,47.98,48.19,48.19,124600000,2014-03-31
452,"Mar 24, 2014",57.93,58.06,50.82,51.27,51.27,153364400,2014-03-24
453,"Mar 17, 2014",61.17,61.74,57.96,58.00,58.00,77180600,2014-03-17
454,"Mar 10, 2014",64.07,64.11,60.43,60.64,60.64,64401400,2014-03-10
455,"Mar 03, 2014",63.03,65.43,62.59,64.05,64.05,60167800,2014-03-03
456,"Feb 24, 2014",62.21,65.40,61.21,63.66,63.66,85810200,2014-02-24
457,"Feb 17, 2014",62.42,63.03,61.14,61.75,61.75,56987700,2014-02-17
458,"Feb 10, 2014",61.35,62.78,60.61,62.22,62.22,73838800,2014-02-10
459,"Feb 03, 2014",58.84,61.50,56.72,61.43,61.43,100747500,2014-02-03
460,"Jan 27, 2014",55.34,58.91,52.94,58.48,58.48,147089600,2014-01-27
461,"Jan 20, 2014",47.46,56.52,45.75,55.15,55.15,200309200,2014-01-20
462,"Jan 13, 2014",47.30,49.81,45.58,47.15,47.15,124961900,2014-01-13
463,"Jan 06, 2014",51.89,52.04,47.22,47.45,47.45,104915300,2014-01-06
464,"Dec 30, 2013",52.52,52.79,51.29,51.87,51.87,48734700,2013-12-30
465,"Dec 23, 2013",54.10,54.85,52.26,52.50,52.50,47419400,2013-12-23
466,"Dec 16, 2013",52.85,54.27,52.04,53.67,53.67,84907900,2013-12-16
467,"Dec 09, 2013",50.74,53.86,50.47,52.71,52.71,85048600,2013-12-09
468,"Dec 02, 2013",52.13,52.66,50.29,50.63,50.63,70340900,2013-12-02
469,"Nov 25, 2013",49.56,52.54,49.29,52.26,52.26,53888800,2013-11-25
470,"Nov 18, 2013",50.00,50.09,47.75,49.69,49.69,86978500,2013-11-18
471,"Nov 11, 2013",47.54,49.98,46.95,49.97,49.97,81272100,2013-11-11
472,"Nov 04, 2013",47.28,49.20,46.45,47.84,47.84,99397900,2013-11-04
473,"Oct 28, 2013",46.43,47.64,44.17,47.04,47.04,127348200,2013-10-28
474,"Oct 21, 2013",48.99,55.59,45.29,46.86,46.86,362188400,2013-10-21
475,"Oct 14, 2013",44.37,48.07,43.71,47.64,47.64,136078600,2013-10-14
476,"Oct 07, 2013",46.29,46.71,40.40,42.98,42.98,135157400,2013-10-07
477,"Sep 30, 2013",43.96,47.79,43.60,46.75,46.75,114233000,2013-09-30
478,"Sep 23, 2013",45.77,45.77,42.79,44.63,44.63,86209900,2013-09-23
479,"Sep 16, 2013",44.29,45.13,42.53,44.83,44.83,94236800,2013-09-16
480,"Sep 09, 2013",41.82,44.88,41.47,43.66,43.66,117440400,2013-09-09
481,"Sep 02, 2013",41.06,42.70,40.65,41.65,41.65,76442100,2013-09-02
482,"Aug 26, 2013",39.44,41.46,39.15,40.56,40.56,107720900,2013-08-26
483,"Aug 19, 2013",36.86,39.77,36.82,39.77,39.77,99143100,2013-08-19
484,"Aug 12, 2013",35.90,37.68,35.77,36.98,36.98,95128600,2013-08-12
485,"Aug 05, 2013",34.84,36.80,34.48,36.11,36.11,86827300,2013-08-05
486,"Jul 29, 2013",35.15,35.81,34.54,35.17,35.17,65245600,2013-07-29
487,"Jul 22, 2013",38.12,38.39,34.27,35.19,35.19,195013700,2013-07-22
488,"Jul 15, 2013",37.06,38.62,36.02,37.80,37.80,112087500,2013-07-15
489,"Jul 08, 2013",32.43,36.78,32.22,36.75,36.75,137762100,2013-07-08
490,"Jul 01, 2013",30.52,32.50,30.29,32.16,32.16,60830700,2013-07-01
491,"Jun 24, 2013",30.43,31.30,29.65,30.16,30.16,95557000,2013-06-24
492,"Jun 17, 2013",32.22,33.70,30.60,30.99,30.99,120195600,2013-06-17
493,"Jun 10, 2013",31.86,31.90,29.39,30.57,30.57,78141700,2013-06-10
494,"Jun 03, 2013",32.44,32.57,30.57,31.46,31.46,118742400,2013-06-03
495,"May 27, 2013",33.11,33.71,29.99,32.32,32.32,123131400,2013-05-27
496,"May 20, 2013",34.06,34.52,31.65,32.68,32.68,76032600,2013-05-20
497,"May 13, 2013",31.02,35.55,31.02,34.14,34.14,164117100,2013-05-13
498,"May 06, 2013",29.95,31.39,29.15,31.10,31.10,121387000,2013-05-06
499,"Apr 29, 2013",30.94,31.39,30.03,30.49,30.49,97978300,2013-04-29
500,"Apr 22, 2013",23.67,32.04,23.67,30.79,30.79,297693900,2013-04-22
501,"Apr 15, 2013",25.08,26.05,23.11,23.34,23.34,147070700,2013-04-15
502,"Apr 08, 2013",23.69,25.38,22.71,24.74,24.74,166354300,2013-04-08
503,"Apr 01, 2013",27.28,27.36,23.22,23.52,23.52,197558900,2013-04-01
505,"Mar 25, 2013",26.06,28.15,25.68,27.04,27.04,121905700,2013-03-25
506,"Mar 18, 2013",25.91,26.77,25.61,25.90,25.90,82072200,2013-03-18
507,"Mar 11, 2013",26.29,27.88,25.57,26.41,26.41,145184200,2013-03-11
508,"Mar 04, 2013",26.95,27.15,25.17,26.39,26.39,149795100,2013-03-04
509,"Feb 25, 2013",25.86,27.45,25.06,27.05,27.05,164418800,2013-02-25
510,"Feb 18, 2013",27.29,28.23,25.49,25.69,25.69,145000100,2013-02-18
511,"Feb 11, 2013",25.57,27.14,24.97,27.07,27.07,163285500,2013-02-11
512,"Feb 04, 2013",23.25,26.98,23.25,25.85,25.85,253960700,2013-02-04
513,"Jan 28, 2013",24.64,25.32,22.38,23.54,23.54,302668800,2013-01-28
514,"Jan 21, 2013",14.24,24.67,13.80,24.22,24.22,407259300,2013-01-21
515,"Jan 14, 2013",14.43,14.93,13.68,14.17,14.17,120776600,2013-01-14
516,"Jan 07, 2013",13.77,14.56,13.51,14.47,14.47,146457500,2013-01-07
517,"Dec 31, 2012",12.77,13.99,12.72,13.71,13.71,83183800,2012-12-31
518,"Dec 24, 2012",13.08,13.27,12.65,12.76,12.76,48381200,2012-12-24
519,"Dec 17, 2012",13.28,13.97,13.02,13.05,13.05,126725900,2012-12-17
520,"Dec 10, 2012",12.29,13.53,12.06,13.33,13.33,141852900,2012-12-10
521,"Dec 03, 2012",11.69,12.83,10.64,12.28,12.28,263197200,2012-12-03
522,"Nov 26, 2012",11.80,11.94,11.33,11.67,11.67,69963600,2012-11-26
523,"Nov 19, 2012",11.72,12.08,11.45,11.85,11.85,57894200,2012-11-19
524,"Nov 12, 2012",11.29,11.87,11.05,11.56,11.56,121976400,2012-11-12
525,"Nov 05, 2012",10.65,11.48,10.64,11.13,11.13,155873200,2012-11-05
526,"Oct 29, 2012",9.49,12.14,9.36,10.99,10.99,199628800,2012-10-29
527,"Oct 22, 2012",9.19,10.03,8.20,9.94,9.94,345716700,2012-10-22
